idp;xl93;yl93;dep;csa;uta1;uta2;tm2;plisi;elisi;sfo;gest;incid;peupnr;dc;dcespar1;dcespar2;tplant;tpespar1;tpespar2;dist;iti;pentexp;portance;asperite;esspre;cac;ess_age_1
718344;813728;6663709;21;1;0;;3;0;;1;1;0;0;0;;;0;;;0;0;0;1;0;02;10;
718349;624428;6491453;19;1;0;;3;0;;1;2;0;0;8;;;P;62;;1;1;0;1;0;62;09;
718371;566017;6915632;27;1;0;;3;0;;3;1;0;0;0;;;0;;;1;1;0;1;0;03;09;
718393;982312;6746200;90;1;0;;3;0;;1;2;0;0;8;;;0;;;1;1;3;1;0;09;19;
718399;434199;6443078;33;1;0;;3;1;275;3;0;0;0;0;;;0;;;1;1;0;1;0;24;03;
718410;693127;6818624;77;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;1;0;03;10;
718424;620833;6539441;23;1;0;;3;0;;3;0;0;0;0;;;0;;;0;0;0;1;0;02;11;
718442;939178;6263002;83;1;0;;3;0;;3;0;0;0;0;;;0;;;0;0;1;1;0;05;09;
718446;490044;6430628;24;1;0;;3;1;187;1;0;0;0;0;;;0;;;2;1;0;0;0;51;13;
718448;987181;6500354;73;1;0;6;3;1;11;2;0;1;0;0;;;0;;;0;0;2;1;0;62;08;
718450;924912;6578824;01;1;0;;3;0;;3;0;0;0;0;;;0;;;1;2;4;;;62;15;
718494;563487;6372074;46;1;0;;3;0;;4;2;0;0;9;;;0;;;3;1;0;2;0;05;07;
718522;913054;6245246;13;1;0;;3;0;;3;2;0;0;0;;;0;;;0;0;2;2;1;06;13;
718526;652513;6147568;66;1;0;;3;0;;4;0;0;0;0;;;0;;;3;2;3;1;0;09;08;
718533;696493;6506834;63;3;0;;2;1;386;0;0;0;0;0;;;0;;;0;0;0;1;0;17;09;
718535;439940;6654850;79;1;0;;2;1;28;1;0;0;0;0;;;0;;;1;1;2;1;0;05;11;
718547;910327;6393117;05;1;0;;3;0;;1;0;0;0;0;;;0;;;4;2;3;1;1;52;13;
718577;913485;6876708;54;1;0;;3;0;;1;1;0;0;0;;;0;;;0;0;0;2;0;21;13;
718615;737216;6596413;03;1;0;;3;0;;3;1;0;0;0;;;0;;;2;1;0;1;0;02;13;
718619;822437;6747573;21;1;0;;3;0;;3;2;0;0;8;;;0;;;1;1;0;1;0;02;16;
718624;478040;6912363;14;1;0;;3;0;;1;1;0;0;0;;;0;;;1;1;0;1;0;03;16;
718634;501061;6192781;31;1;8;0;3;0;;2;0;0;0;0;;;0;;;1;2;3;1;0;17;11;
718636;915350;6628866;39;1;0;;3;0;;2;2;0;0;8;;;0;;;1;1;0;1;0;61;12;
718671;668455;6736887;45;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;2;0;02;13;
718672;530999;6550181;16;1;0;A;3;1;61;3;0;0;0;0;;;0;;;1;1;0;1;0;31;05;
718690;374177;6433581;33;1;0;;3;0;;1;2;0;0;0;;;0;;;1;1;0;2;0;02;12;
718703;592920;6188021;09;1;0;;3;1;4;3;0;0;0;9;;;0;;;0;0;2;1;0;17;09;
718742;901431;6636979;39;1;0;;3;0;;3;2;0;0;0;;;0;;;2;1;1;1;0;09;08;
718752;925513;6648763;39;1;0;;3;1;215;3;2;0;0;8;;;0;;;1;1;2;1;1;11;11;
718757;918419;6520930;73;1;0;;3;0;;4;1;0;0;0;;;0;;;3;1;1;1;0;03;09;
718766;989415;6874054;57;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;1;0;03;06;
718768;698205;6472849;63;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;2;1;0;61;07;
718779;845753;6903274;55;1;0;;3;2;209;1;2;0;0;0;;;0;;;0;0;0;2;0;09;12;
718788;506011;6428498;24;1;0;;3;0;;3;2;0;0;9;;;0;;;0;0;0;1;0;20;10;
718813;988809;6804103;88;1;0;;3;0;;3;1;0;0;0;;;0;;;0;0;0;1;0;25;05;
718817;663088;6217401;11;3;0;;3;0;;0;0;0;0;0;;;0;;;2;2;3;2;1;57;NR;
718832;606245;6467627;19;1;0;;3;0;;1;0;0;0;0;;;0;;;0;0;3;1;0;10;11;
718848;710473;6742528;89;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;1;0;03;13;
718879;622423;6729279;45;1;0;;3;0;;4;2;0;0;0;;;0;;;0;0;0;2;0;12;09;
718887;401935;6407378;33;1;0;;3;0;;1;2;0;2;4;51;;0;;;1;1;0;1;0;02;NR;
718922;917838;6337109;04;1;0;6;3;0;;2;0;0;0;0;;;0;;;4;1;1;1;0;54;09;
718940;589026;6319913;82;1;0;;3;0;;1;0;0;0;0;;;0;;;0;0;1;1;0;02;11;
718944;793446;6276235;30;1;2;0;3;0;;1;2;0;0;0;;;P;55;;0;0;0;1;0;55;10;
718952;930029;6476869;38;1;0;;3;0;;2;0;0;0;0;;;0;;;3;1;1;1;1;17;12;
718961;818769;6551757;69;1;0;;3;0;;1;1;0;0;0;;;0;;;0;0;3;2;0;61;14;
718963;426667;6499089;17;1;0;;3;0;;3;1;0;0;0;;;0;;;1;2;0;1;0;10;09;
718977;577039;6200141;09;1;0;;3;0;;3;0;0;0;0;;;0;;;1;1;3;1;0;17;08;
718980;716958;6800434;89;1;0;;3;0;;3;1;0;0;0;;;0;;;0;0;0;1;0;17;10;
718986;848400;6511539;69;1;0;;2;1;283;4;0;0;0;0;;;0;;;0;0;0;2;0;23;09;
718989;694812;7018499;62;1;0;;3;1;186;1;1;0;0;0;;;0;;;1;1;0;1;0;17;13;
718998;425352;6339252;40;1;0;;3;0;;1;0;0;0;0;;;0;;;2;1;2;1;0;07;15;
719025;841055;6821365;52;1;0;;3;0;;1;2;0;0;8;;;0;;;1;1;0;1;0;03;15;
719041;903052;6593001;39;1;0;;3;0;;3;0;0;0;0;;;0;;;0;0;2;1;1;05;15;
719055;969083;6834255;54;1;0;;3;0;;1;2;0;0;8;;;0;;;0;0;0;1;0;03;15;
719068;936970;6470815;38;1;0;;3;0;;1;0;0;0;0;;;0;;;1;1;4;;;62;17;
719130;921079;6249173;13;3;0;;3;0;;0;1;0;0;0;;;0;;;0;0;1;2;1;57;06;
719143;980167;6382526;05;1;0;;3;0;;1;1;0;0;0;;;0;;;4;2;4;;;63;20;
719156;945842;6340864;04;1;0;;3;0;;2;1;0;0;0;;;0;;;1;1;1;1;0;54;10;
719158;1041519;6889592;67;1;0;;3;2;336;1;2;0;0;8;;;0;;;0;0;0;2;0;62;08;
719161;940726;6442808;38;1;0;;3;1;291;3;1;0;0;9;;;0;;;1;1;0;1;0;13;15;
719197;359194;6311823;40;1;0;;3;0;;1;2;0;0;7;51;;0;;;1;1;0;1;0;02;NR;
719220;716789;6780449;89;1;0;;3;0;;3;0;0;0;0;;;0;;;1;1;1;1;0;14;11;
719255;712269;6718530;89;1;0;;3;0;;3;1;0;0;0;;;0;;;2;1;0;1;0;02;16;
719274;755963;6332495;30;1;0;;3;0;;4;0;0;0;0;;;0;;;0;0;4;;;06;10;
719275;776247;6486176;42;1;0;;3;0;;1;2;0;0;0;;;0;;;2;1;1;1;0;61;15;
719290;927320;6858600;54;1;0;;3;0;;3;2;0;0;0;;;0;;;1;1;0;1;0;09;05;
719341;688255;6359041;12;1;0;;3;0;;1;1;0;0;0;;;0;;;0;0;1;2;0;02;13;
719347;955681;6902329;57;1;0;;3;0;;1;2;0;0;0;;;0;;;0;0;0;2;0;03;14;
719353;918505;6530920;73;1;0;;3;0;;1;2;0;0;0;;;P;22M;;0;0;0;2;0;22;05;
719381;943790;6682579;25;1;0;;3;1;80;3;1;0;0;0;;;0;;;0;0;0;1;1;17;09;
719384;404881;6279482;64;1;0;;3;0;;3;0;0;0;0;;;0;;;1;2;0;1;0;02;12;
719402;865650;6659269;21;1;0;;3;0;;1;2;0;1;3;02;17C;0;;;1;1;0;1;0;02;NR;
719403;515279;6582285;86;1;0;;3;0;;4;1;0;0;0;;;0;;;0;0;0;2;0;03;10;
719438;609045;6563519;23;1;0;;3;0;;1;2;0;0;0;;;P;62;73;0;0;1;2;0;73;09;
